category,text,category_id,train
Transaction: history,I need to check the transactions on my debit card.,7,0
Rewards: opt in,How do I ensure I am enrolled for rewards?,25,0
Spend Account: find ATMs,Find ATMs near my current spot.,17,0
Transaction: history,What were my recent transactions?,7,0
Spending Tracker: get info,Is there a mobile app that includes the spending tracker?,14,0
Spending Tracker: get info,Show me a summary of last month's spending from the tracker.,14,1
User Account: change email address,Change my existing email to a new one please,9,0
Notifications: manage,I need help configuring my notification settings.,39,0
Overdraft: opt out,Stop overdraft privileges for my account.,29,0
Card: report stolen or lost,I went jogging and now I can't find my card,3,0
Refer a Friend: get info,Can someone be referred more than once by different people?,20,0
Notifications: sign up for,Ensure I am signed up for updates and alerts.,40,0
Rewards: view offers,Are there customized offers for my spending habits?,21,0
Spend Account: transfer funds checks,Is there a fee for transferring funds through a check?,12,0
User Account: change email address,"I wish to update my email, how can I proceed?",9,0
Spending Tracker: get info,Is there a way to compare my monthly spending year over year?,14,0
Spend Account: get cash withdrawal and reload locations,Is there anywhere close by I can reload my debit card?,18,0
User Account: get help contact customer service,How often is the customer service available?,22,0
User Account: get fee plan info,Show me the yearly fees for this prepaid card I'm using.,27,0
User Account: edit profile name,"I spelled my name wrong on my account, need to change it",33,0
User Account: esign,What precautions should I take while using my electronic signature?,19,0
User Account: connect banks,Where can I find the option to link my bank account?,30,0
Savings Account: get info view program,List the advantages of my savings account.,24,0
Card: report not received,"My card hasn't been delivered, how long does it usually take?",41,0
User Account: connect banks,Where can I enter my other bank’s details?,30,0
Transaction: history,How to track recent transfers and expenses?,7,0
Transaction: report dispute incorrect,This transaction shouldn’t be on my credit card,8,0
Card: get shipping status where is,Do you know when my prepaid card will be delivered?,2,0
User Account: edit profile name,Is there a charge to update my name on my profile?,33,0
Spending Tracker: get info,What happens if there are discrepancies in the spending tracker data?,14,0
Card: replace or upgrade,Are there any requirements for upgrading to a premium card?,42,0
Card: disable,I am requesting a card freeze.,0,0
User Account: get fee plan info,What are the fees for using my card?,27,1
Document: upload,How long does it take to process uploaded documents?,31,1
Card: report not received,"The card I was expecting hasn't been delivered, what are the next steps?",41,0
Overdraft: opt out,Disable my account's overdraft capability.,29,0
User Account: change mailing address,"I need to modify my address details, help please",10,0
Card: report stolen or lost,"I've looked everywhere, my card isn't there",3,0
Notifications: manage,Turn off promotional notifications.,39,0
Statement: get,Can I get a breakdown of my last card statement?,6,0
Card: replace or upgrade,Is upgrading my card an instant process?,42,0
User Account: get fee plan info,Could you list out all the usage charges for my account?,27,0
Statement: get,When can I view my latest statement?,6,0
User Account: get fee plan info,What will it cost me to maintain this account annually?,27,0
Savings Account: get info view program,Give me insight into the savings account program I'm enrolled in.,24,0
Savings Account: get info view program,Can you explain the savings program for my account?,24,1
User Account: change password post login,Change password for my user account,43,0
Card: add new,Could you help me add an additional card to my existing account?,16,0
Card: replace or upgrade,What improvements come with upgraded cards?,42,0
Card: get info status,"I think my card might be blocked, can you confirm?",28,0
Notifications: manage,"Make notifications silent, how to?",39,0
User Account: change phone number,"Just changed my phone number, need to update it with you guys.",32,0
Spend Account: transfer funds checks,Can I stop a check transfer after it’s been sent?,12,0
Savings Account: get info view program,What features does my savings account offer?,24,0
Overdraft: opt out,"Disable my overdraft please, I don’t want it any longer.",29,0
User Account: change password post login,"My account needs a new password, what to do?",43,0
Card: get info status,Is my card up and running or what?,28,0
Card: cancel close,What's needed to end my card subscription?,35,1
User Account: change mailing address,I need help updating my address.,10,0
User Account: get secure inbox messages,Show recent messages in my inbox.,15,0
Card: cancel close,"Disable my card permanently, thanks.",35,0
Spend Account: find ATMs,Where's the closest place to get cash?,17,0
Notifications: sign up for,"I need alerts on my financial transactions, please enable that.",40,0
Notifications: manage,Reduce the number of alerts I receive daily.,39,0
User Account: log out,"Done for now, how can I log out?",23,0
Spending Tracker: get info,Can I see a day-by-day breakdown of expenses in the spending tracker?,14,0
User Account: change phone number,I need to make sure my new phone number is recorded with you.,32,0
User Account: change email address,Change my profile email to the latest one I use,9,0
Rewards: opt out,How do I get out of the cash rewards system?,26,0
User Account: change mailing address,"I’ve got a new place, how to change my address with you?",10,0
Spend Account: transfer funds checks,Can I set up repeating check transfers?,12,0
Spend Account: transfer funds checks,Could you process a check for my transfer?,12,0
Card: add new,How long will it take to add another card to my account?,16,0
Card: report stolen or lost,"Quick, block my card, it’s not with me",3,0
User Account: esign,Can I save my e-signature for future use on your platform?,19,0
Rewards: view offers,What are the new year promotional card rewards?,21,1
Card: get info status,Is there anything wrong with my card status?,28,0
User Account: get help contact customer service,What's the procedure to get a call back from customer service?,22,1
Statement: get,How do I get my card statement on the app?,6,0
Refer a Friend: get info,Do referral rewards vary by the number of people I refer?,20,0
User Account: change email address,How do I change the email linked with my bank account?,9,0
Document: upload,What size should the document files be for uploading?,31,0
Transaction: history,How do I access my complete transaction record?,7,0
Card: cancel close,Could you permanently close my debit card?,35,0
Document: upload,Can I resubmit documents if the initial upload was incorrect?,31,0
Card: disable,Please put a hold on my card activities,0,0
Rewards: opt out,Cease my rewards program subscription.,26,0
User Account: log out,"I've got to go, show me the logout option.",23,1
Savings Account: get info view program,What special features come with my savings account?,24,0
Global: get routing number direct deposit info,Routing number needed for a wire transfer.,5,0
User Account: get secure inbox messages,Are there any notifications in my secure inbox from today?,15,0
Card: enable,Can you reactivate my card for me?,1,0
Spend Account: transfer funds checks,What details do I need to transfer money using a check?,12,0
Transaction: history,Can I get a view of all my transactions sorted by date?,7,0
User Account: connect banks,Can I connect a foreign bank account here?,30,0
Spend Account: transfer funds external bank,How often can I transfer funds to external bank accounts?,13,0
Rewards: view offers,What are the exclusive offers with my credit card?,21,0
User Account: get help contact customer service,Can you provide the number to talk to someone about my account?,22,0
User Account: get secure inbox messages,Reveal the contents of my secure inbox.,15,0
Card: temporary limit increase,Can I get a temporary boost in my card limit for an emergency?,36,0
User Account: change email address,Can I delete my old email and add a new one?,9,0
Statement: get,Provide access to my online statement registry.,6,0
User Account: get help contact customer service,How do I get technical help with my account?,22,0
Card: get info status,Could you tell me if my card is active or blocked right now?,28,0
Global: get balance,"Need to know my balance, can you provide that?",4,0
Card: get shipping status where is,"I ordered a card last week, can you track its shipping for me?",2,0
Spend Account: transfer funds external bank,How do I transfer funds from here to my mom's bank account?,13,0
Transaction: report dispute incorrect,"I have a wrongful charge, can you reverse it?",8,0
User Account: esign,How secure is the e-signature feature?,19,0
Card: enable,"I want to start using my card again, can you enable it?",1,0
Card: report not received,I think my card delivery got messed up,41,0
User Account: closure request,Please initiate the process to close my account,38,1
Spend Account: transfer funds,Initiate a fund transfer to another state’s bank account.,11,0
Rewards: opt in,How do I get into the rewards circle?,25,0
Document: upload,What format should my documents be in for uploading?,31,0
Transaction: report dispute incorrect,"Erroneous charge found, what is the dispute process?",8,0
User Account: change email address,I wish to alter the email address linked to my profile,9,0
Transaction: history,Please display a summary of all my recent banking transactions.,7,0
User Account: change password post login,Can you show me how to change my password?,43,0
User Account: get secure inbox messages,What's the newest message in my secure inbox?,15,0
Overdraft: opt out,"No more overdraft, please remove.",29,0
User Account: connect banks,What documents do I need to link another bank account?,30,0
Card: reset PIN,I need to update my card's PIN due to security reasons.,34,0
Card: cancel close,"I don't need my card, help me cancel it.",35,0
Transaction: report dispute incorrect,Help needed with disputing a transaction,8,0
Card: get info status,Can you check the status of my card real quick?,28,0
User Account: change mailing address,"I need to change the address you have for me, steps?",10,0
Rewards: opt out,"No more participation in bonus programs for me, please.",26,0
Card: disable,"My card needs to be deactivated, it's urgent",0,0
Card: reset PIN,How to change my card’s PIN using your website?,34,0
Card: replace or upgrade,Can I exchange my card in a physical branch?,42,0
Card: add new,"I want to order a new card, what do I need to do?",16,0
Transaction: report dispute incorrect,I noticed a transaction that shouldn’t be on my card,8,0
Document: upload,What is the maximum number of times I can upload documents?,31,0
Card: temporary limit increase,What's the procedure to get a temporary increase on my credit limit?,36,0
Global: get routing number direct deposit info,What routing number should I use for receiving payments?,5,0
Rewards: view offers,Could I get the list of rewards for my current card?,21,0
Rewards: opt out,"I no longer want to participate in the rewards scheme, how do I opt out?",26,1
Card: cancel close,Need assistance on how to cancel my card.,35,0
Spend Account: get cash withdrawal and reload locations,Where are the card refill stations around here?,18,0
Document: upload,How secure is the document upload feature?,31,0
User Account: get fee plan info,Do I face any charges for non-maintenance of minimum balance?,27,0
Global: get balance,"Need to check the balance, please assist.",4,0
User Account: change email address,Guide me to update my email details,9,1
User Account: connect banks,Where do I click to start adding another bank account?,30,0
Card: temporary limit increase,Please extend my purchase limit for the next two months.,36,0
Notifications: manage,How to configure alerts for deposits only?,39,0
Card: disable,Disable my card to stop all transactions,0,0
Card: report stolen or lost,My purse was taken and my card was inside,3,1
Spend Account: find ATMs,Can you find me an ATM nearby?,17,0
Spend Account: transfer funds,"I want to wire funds to a friend, can you help?",11,0
Card: report not received,Can you check why my card hasn't arrived yet?,41,0
User Account: closure request,"I opt for closing my account, what are the necessary procedures?",38,0
Card: replace or upgrade,What are the security features of the new upgraded cards?,42,0
Spend Account: consent to direct deposit,Activate direct deposit option in my spend account.,37,0
Card: enable,Please turn on my card.,1,1
Global: get routing number direct deposit info,Help me get my routing number.,5,1
User Account: change password post login,Inform me how to change my account password,43,0
User Account: edit profile name,Is it possible to edit my name on my profile?,33,0
Spend Account: transfer funds external bank,Help setting up my first transfer to an external bank.,13,0
User Account: get help contact customer service,How do I get hold of your support team for a question?,22,0
Spend Account: consent to direct deposit,How do I approve direct deposit into my spend account?,37,0
User Account: connect banks,How can I add a bank account from a different bank?,30,0
Rewards: view offers,I need information on the latest dining rewards.,21,0
Card: report not received,"There's still no sign of my new card, can you help?",41,0
Refer a Friend: get info,Is the referral reward cash or credit?,20,0
Card: cancel close,I need to close my card today.,35,1
Spend Account: transfer funds checks,Can I see past fund transfers done through checks?,12,0
Transaction: history,Which transactions were completed yesterday?,7,0
Spend Account: transfer funds external bank,What security measures are in place for transfers to another bank?,13,0
Card: temporary limit increase,How do I apply for a temporary increase in credit card limit?,36,0
Overdraft: opt out,Seeking assistance to unsubscribe from overdraft.,29,0
User Account: change password post login,Need quick password reset,43,0
User Account: get help contact customer service,Is there a 24/7 help desk for my account issues?,22,0
Card: get info status,Has my card been deactivated or what?,28,1
User Account: change password post login,"I suspect my password's compromised, how to change it?",43,0
User Account: connect banks,Is it possible to link my spouse’s bank account with mine on this app?,30,0
User Account: change mailing address,Need to update my home address on file,10,0
Card: cancel close,Start the process to close my debit card.,35,0
Card: reset PIN,How to proceed with PIN reset if I've forgotten the existing one?,34,1
Spend Account: consent to direct deposit,"I want my salary directly deposited, what should I do?",37,0
Spend Account: find ATMs,I'm looking for an ATM in this neighborhood.,17,1
User Account: change password post login,I'd like to reset my login details,43,0
Global: get balance,Please tell me what my current balance is.,4,0
Global: get balance,What amount of money do I have in my account today?,4,0
Card: replace or upgrade,Do I need to deactivate my old card before upgrading?,42,0
Overdraft: opt out,I'm opting out of overdraft protections.,29,1
User Account: connect banks,Can I manage multiple bank connections through your service?,30,0
Spending Tracker: get info,How do I customize what I see in the spending tracker?,14,0
Global: get balance,Can I get the total of what’s in my account?,4,0
User Account: esign,Do I need any special software to use the electronic signature feature?,19,0
User Account: get secure inbox messages,I want to see the messages in my secure inbox.,15,0
Global: get balance,"I'm curious about my current balance, can I see it?",4,1
Global: get routing number direct deposit info,What's my routing number for direct deposits?,5,0
Card: get info status,Is there any issue with my card status?,28,0
User Account: esign,Is my e-signature different from my account password?,19,0
Statement: get,Can you help me find my last statement?,6,0
Spend Account: consent to direct deposit,"Consenting to direct deposits, what are the steps?",37,0
Spend Account: transfer funds checks,How to ensure safety when transferring funds by check?,12,0
Spend Account: consent to direct deposit,What's the process to approve direct deposits?,37,0
Notifications: manage,How do I set notifications to vibrate only?,39,0
User Account: log out,I need a quick logout from the system.,23,0
Spending Tracker: get info,What features does the spending tracker have?,14,0
Transaction: report dispute incorrect,Can you remove this unknown charge from my account?,8,0
User Account: edit profile name,Help me update my name on your system,33,0
Spending Tracker: get info,Can multiple users view the same spending tracker if it’s a joint account?,14,1
Card: get shipping status where is,"I want to find out the exact delivery time for my new card, please?",2,1
User Account: get fee plan info,Could I get a breakdown of fee adjustments?,27,0
User Account: connect banks,What do I need to do to add a secondary bank account?,30,0
Overdraft: opt out,Discontinue the overdraft protection on my account.,29,0
Card: get info status,Is my card currently active? Need to check before I shop.,28,0
Notifications: sign up for,Subscribe me to alerts about account balance changes.,40,0
User Account: edit profile name,"Guide me through updating my name, please",33,0
Card: disable,Stop my card to avoid unauthorized uses,0,0
Transaction: history,Show me all my credit card transactions from the last billing cycle.,7,0
Card: temporary limit increase,Can I have a raise in my spending limit for just a few weeks?,36,0
Card: reset PIN,"Steps to make a new PIN for my card, urgently.",34,0
User Account: esign,How to restore my electronic signature if it is not showing?,19,0
Spending Tracker: get info,What sort of details will I see in the spending tracker?,14,0
Spend Account: find ATMs,"I need to withdraw cash, where's the nearest ATM?",17,1
Card: get info status,Is there any update needed on my card’s status?,28,0
Card: report stolen or lost,"Lost my card, how do I report it?",3,0
Spend Account: transfer funds checks,Do you need special checks to transfer funds between accounts?,12,0
User Account: get secure inbox messages,What's pending in my secure inbox?,15,0
Statement: get,Need my card statement for tax purposes.,6,0
Global: get routing number direct deposit info,Can you provide my routing number?,5,0
Overdraft: opt out,Request to stop overdraft services on my account.,29,0
Spend Account: get cash withdrawal and reload locations,Any reload spots open now near me?,18,0
User Account: closure request,"I'm firm on my decision, close my account please",38,0
User Account: change password post login,"I forgot my password, how do I make a new one?",43,0
Spend Account: transfer funds external bank,Is it possible to move some money to my overseas bank account?,13,0
Rewards: opt out,"I am not interested in the rewards, how to opt out?",26,0
User Account: get help contact customer service,"I need customer service, can you connect me?",22,0
Card: enable,Need assistance to enable my card.,1,0
Card: replace or upgrade,How can I request a replacement for my lost card?,42,0
Spend Account: find ATMs,Point out the nearest ATM for quick cash.,17,0
Global: get balance,"Show current balance, please.",4,0
Spend Account: transfer funds,"Transfer 200 dollars to my joint account, please.",11,1
User Account: closure request,"I've decided to close my account, what steps should I take?",38,0
Card: cancel close,"Terminate my card service, please.",35,0
User Account: edit profile name,Can I alter my name details on the app?,33,0
User Account: closure request,Clear and close my account quickly,38,1
User Account: change email address,Need to modify the primary email on my account,9,0
User Account: change phone number,Is there a way for me to update my contact number online?,32,0
Savings Account: get info view program,Can you provide information on my current savings plan?,24,0
Card: cancel close,Stop all operations on my current card.,35,0
User Account: log out,"Need to log off, where do I do it?",23,0
Spend Account: get cash withdrawal and reload locations,Closest location for card reloads and withdrawals?,18,0
Spend Account: transfer funds external bank,Steps to follow when the transfer to an external bank doesn't show,13,0
Notifications: sign up for,Can you activate the notifications for my account?,40,1
Statement: get,Need to confirm charges on my last statement.,6,0
User Account: change email address,"I've switched emails, how do I update my account?",9,1
Card: report stolen or lost,I need to report a stolen card,3,0
Spend Account: find ATMs,Guide me to the nearest ATM.,17,0
Rewards: opt out,Revoke my registration from the reward system.,26,0
Spend Account: transfer funds external bank,Can I transfer money to any bank or are there specific partners?,13,0
Global: get routing number direct deposit info,Can you verify my routing number for me?,5,0
Notifications: sign up for,Please sign me up for all the latest updates.,40,0
Card: reset PIN,What is the process to reset my PIN online?,34,0
Global: get balance,Any chance you could show me my balance?,4,0
Savings Account: get info view program,Tell me more about the terms of my savings account program.,24,0
Spend Account: transfer funds,Help me transfer money from my spend account to another bank.,11,0
Savings Account: get info view program,Display my savings account features.,24,0
Card: report stolen or lost,Card stolen! Need help!,3,0
User Account: get fee plan info,Do I get charged for check deposits in my account?,27,0
User Account: get help contact customer service,What's the quickest way to get help from customer service?,22,1
Transaction: history,Can you display my transaction details?,7,0
Card: get info status,Can you update me on whether my card is in a blocked state?,28,0
Card: temporary limit increase,Is it possible to have a temporary increase in my credit card limit?,36,0
Spending Tracker: get info,Is there customer support specifically for spending tracker issues?,14,0
Card: report not received,My card hasn't come through the mail as expected,41,0
Card: disable,"I want no more transactions, please block my card",0,0
Savings Account: get info view program,What makes my savings account different?,24,0
Card: reset PIN,Can I get a new PIN for my card through this chat?,34,0
User Account: get secure inbox messages,Do I have any unread secure messages?,15,0
Spend Account: transfer funds checks,Can I transfer money to my savings account using a check?,12,0
User Account: change mailing address,"I've moved recently, where can I update my address?",10,1
User Account: change email address,Please walk me through how I can change my email,9,0
Global: get balance,I'd like to know the balance in my checking account.,4,1
Statement: get,Where can I find my latest statement online?,6,0
Card: get shipping status where is,Has my replacement card been shipped yet?,2,0
Rewards: view offers,Tell me the best rewards I can claim with my points.,21,0
Card: enable,Can you enable my paused card?,1,0
Card: report stolen or lost,I believe my card’s been taken by someone,3,0
Spend Account: consent to direct deposit,"Need to configure direct deposit, any help?",37,0
Rewards: opt out,Please cancel my membership in the rewards program.,26,0
Card: report not received,I've not received my bank card yet,41,0
User Account: get help contact customer service,Can I get an email to contact customer care?,22,0
Notifications: sign up for,How do I start getting notifications for all account activities?,40,0
User Account: change password post login,Password refresh needed for my account,43,0
Spend Account: transfer funds checks,How do I fill out a check for a fund transfer?,12,0
Rewards: opt out,I would like to cancel my rewards program subscription.,26,0
Spend Account: consent to direct deposit,How do I give consent for direct deposit into my account?,37,0
Rewards: view offers,Show me the latest rewards program deals.,21,0
Savings Account: get info view program,Tell me about the program associated with my savings.,24,0
Transaction: history,Show the breakdown of my transactions between January and March.,7,0
User Account: closure request,Can you help me close my account right now?,38,0
Notifications: sign up for,Let's start getting alerts from the app right away.,40,0
Spend Account: transfer funds external bank,How to transfer money to a bank that's not listed in my app?,13,0
Card: cancel close,Please shut down my debit card.,35,0
Document: upload,Can I update documents that I have already uploaded?,31,0
User Account: change email address,What's the process to change my email on this account?,9,1
Document: upload,Can I use a webcam to take a picture of my document for uploading?,31,0
User Account: edit profile name,"I just got married, how can I update my surname?",33,0
Card: reset PIN,"Help me reset my PIN, I forgot the old one.",34,1
Card: reset PIN,"Instructions to reset my bank card PIN, please.",34,0
Spend Account: get cash withdrawal and reload locations,Can I get a map of cash withdraw points near me?,18,0
Transaction: report dispute incorrect,Dispute a charge - I didn’t order anything from this vendor,8,1
Card: reset PIN,"Can't remember my PIN, need a new one.",34,1
Spend Account: get cash withdrawal and reload locations,Locate the closest place for cash withdrawal and reloading.,18,1
Overdraft: opt out,"I do not wish to have overdraft, can it be turned off?",29,0
Notifications: manage,Please guide me through turning off unnecessary notifications.,39,0
Spend Account: consent to direct deposit,Consent form for direct deposit submission?,37,0
User Account: edit profile name,How can I submit a name change request?,33,0
Refer a Friend: get info,Will I be notified when a referral is successful?,20,1
Card: replace or upgrade,What do I lose if I don't upgrade my card?,42,0
Overdraft: opt out,How to unsubscribe from account overdraft?,29,0
Spending Tracker: get info,What kind of reports can I generate from the spending tracker?,14,0
Card: cancel close,"I've decided to cancel my card, what next?",35,0
User Account: log out,How do I sign out from here?,23,0
Spend Account: find ATMs,Where’s the nearest machine I can get cash from?,17,0
Card: disable,Freeze transaction on my card permanently,0,0
User Account: get help contact customer service,Is there live chat support available?,22,0
Card: get info status,What's the current status of my card?,28,0
Card: get info status,"Hey, just wondering, what's my card's status right now?",28,0
Global: get routing number direct deposit info,Need assistance with routing number for bank transfers.,5,0
Document: upload,Is there someone I can contact if I encounter issues while uploading documents?,31,1
User Account: esign,Are there any costs associated with using the e-signature service?,19,1
User Account: esign,How can I use the digital signature feature for verifying documents?,19,0
Statement: get,How can I print last month's card statement from my phone?,6,0
User Account: change phone number,"I am updating my contact info, where can I add my new phone number?",32,0
Spend Account: transfer funds,What steps do I follow to transfer funds to another user?,11,0
Savings Account: get info view program,What are the current features of my savings account?,24,0
User Account: change password post login,Change my password for security reasons,43,0
Card: enable,Can you activate my card?,1,0
Card: get shipping status where is,Where is the card I ordered two weeks ago?,2,0
Card: enable,Reactivate my credit card please.,1,1
Document: upload,Where can I find the document upload section?,31,1
Card: get shipping status where is,"I’d like to know the shipping status of my card, got any info?",2,0
User Account: change phone number,"My contact information has changed, how can I update my phone number?",32,0
Card: report stolen or lost,"I'm sure I've lost my card, can you disable it?",3,1
User Account: edit profile name,"I entered my name wrongly, how can I correct it?",33,0
Card: disable,Can I get my card deactivated over the phone?,0,0
User Account: connect banks,What info do I need to link another bank to my account?,30,0
Notifications: sign up for,Set my account up for receiving every kind of notification.,40,0
Document: upload,Is there an option to upload documents in a different language?,31,0
User Account: get secure inbox messages,Are there any new messages in my account's inbox?,15,0
User Account: edit profile name,How to change my first name in my user profile?,33,0
User Account: get fee plan info,What fees should I expect for card replacement?,27,0
User Account: closure request,"I need to permanently close my account, help me please",38,0
Spend Account: transfer funds,Is it secure to transfer big amounts through my app?,11,0
User Account: connect banks,How many banks can I connect to my account?,30,0
Card: cancel close,Help me cancel my card immediately.,35,0
Refer a Friend: get info,How does the friend referral system work?,20,0
Spend Account: get cash withdrawal and reload locations,Are there any automatic reload machines around?,18,0
Notifications: sign up for,Let's activate my notifications!,40,0
Card: replace or upgrade,Can you send me a newer version of my existing card?,42,0
User Account: change email address,"I entered the wrong email during signup, how to change?",9,0
Global: get balance,"Show account balance, please.",4,0
User Account: esign,How is my e-signature stored for security?,19,0
Global: get balance,Whats up with my balance?,4,0
Spend Account: transfer funds,Can you show me how to use transfer function in my account?,11,0
User Account: change password post login,I need to update my account password,43,0
User Account: change password post login,Guidance on password change required,43,1
User Account: edit profile name,Can you help me correct a typo in my name on the platform?,33,0
Card: get shipping status where is,Has my card been sent out yet?,2,0
Spend Account: transfer funds external bank,Show me how to check the status of my last external bank transfer.,13,0
Spend Account: transfer funds checks,What happens if a check transfer bounces?,12,0
User Account: connect banks,Guide me on how to connect my bank account to the app.,30,0
Card: enable,Can you help reactivate my card?,1,0
Card: report not received,Do I need to reorder my card or will it still arrive?,41,0
Global: get balance,"Hey, I need to check my balance real quick.",4,0
Statement: get,How to get my card statement online?,6,0
User Account: change email address,How can I update my existing email?,9,0
Card: enable,"Please enable my card, it's currently inactive.",1,0
Rewards: opt in,Is it possible to subscribe me to your rewards program?,25,0
Spend Account: transfer funds,Show options for transferring money out of spend account.,11,1
Savings Account: get info view program,I'd like to learn about my savings account's program.,24,0
Card: enable,Switch my card from blocked to active.,1,0
User Account: get help contact customer service,Who can I call for account assistance?,22,0
Card: get shipping status where is,"I think my card shipment is delayed, where can I check?",2,0
Document: upload,Is there a help center to assist with document uploading?,31,0
Transaction: report dispute incorrect,"I think someone else used my card, what should I do?",8,0
User Account: get help contact customer service,"Need help, where’s the customer service desk?",22,0
Document: upload,Do I need to sign my documents before uploading?,31,0
Rewards: opt out,Please eliminate my rewards status.,26,0
Card: disable,Disable my card as I might have lost it,0,0
Card: reset PIN,How can I initiate a new PIN for my card right now?,34,0
Rewards: opt in,"I'm keen to join the rewards system, what's next?",25,0
User Account: change email address,"I got a new email, how do I update it here?",9,0
Spend Account: transfer funds checks,Can I transfer funds using a personal check from my account?,12,1
Notifications: sign up for,Opt me into getting notifications immediately.,40,0
Document: upload,Can you help me with the document upload process?,31,0
Card: get info status,Can you give me the scoop on my card's condition?,28,0
User Account: change mailing address,Walk me through updating my profile address,10,0
Spend Account: consent to direct deposit,"I need to opt-in for direct deposits, direct me!",37,0
Global: get balance,"Just checking, what’s my balance today?",4,0
Overdraft: opt out,Help turn off overdraft feature.,29,1
User Account: log out,"I want to log out, assist me.",23,0
Spend Account: consent to direct deposit,"Direct deposit setup instructions, please.",37,1
Spend Account: transfer funds external bank,Procedure to follow for transferring money to another person's bank account?,13,0
Card: temporary limit increase,Is there a short-term increase option for my card limit?,36,0
Spend Account: consent to direct deposit,How to authorize my employer to deposit directly?,37,0
Card: cancel close,Can you help me close my debit card?,35,0
Card: add new,"I'd like to add a new card, what are the requirements?",16,0
User Account: get secure inbox messages,Any new stuff in my secure inbox?,15,0
Global: get balance,"Could you provide me with my current balance, please?",4,0
Spend Account: get cash withdrawal and reload locations,"I need to deposit cash into my account, where can I do it?",18,0
Notifications: manage,Is there a way to customize the notifications I receive?,39,0
Spend Account: find ATMs,Are there any ATMs nearby?,17,0
Card: cancel close,Can I end my credit card today?,35,0
Spend Account: transfer funds checks,"I want to use a check for money transfer, please guide.",12,0
Global: get balance,What's the amount in my account right now?,4,0
User Account: change password post login,Procedure to change my login password?,43,0
User Account: change password post login,Please help me update my password,43,0
Notifications: manage,Customize my notifications to reduce clutter.,39,0
User Account: change password post login,Secure my account with a new password,43,0
Card: disable,How do I go about disabling my card?,0,0
Refer a Friend: get info,What kind of benefits can I expect by referring others?,20,1
Card: get info status,"Hey, let me know my card's status, active or blocked?",28,0
Transaction: report dispute incorrect,"My card shows a transaction I didn’t approve, please assist",8,0
Card: report stolen or lost,Can you freeze my card? It's missing,3,0
User Account: connect banks,Walk me through adding another bank connection.,30,0
Card: disable,I need my card deactivated until further notice,0,0
Notifications: manage,Change the way I get notified by the app.,39,0
Transaction: report dispute incorrect,A transaction I don't recognize - need help disputing it,8,0
Global: get balance,Would you mind telling me my current balance?,4,0
Card: temporary limit increase,How do I get my card limit temporarily raised?,36,0
Card: get info status,"Can you pull up the current status of my card, please?",28,0
User Account: change password post login,Can I set a new password now?,43,1
Notifications: sign up for,"I want to receive notifications, please set that up.",40,0
Card: disable,How fast can you disable a card?,0,1
User Account: connect banks,Can I sync my external bank account with this service?,30,0
User Account: change email address,Help me update my email address,9,0
Spend Account: transfer funds checks,"I’d like to send money via check, what do I need?",12,0
Document: upload,How can I ensure my documents are uploaded successfully?,31,1
User Account: log out,Show me how I can log off this account.,23,0
Transaction: report dispute incorrect,How do I dispute an inaccurate charge on my account?,8,0
Rewards: opt out,I don't want to be part of the reward system anymore.,26,0
Card: report stolen or lost,"Help, can't find my card anywhere!",3,0
Global: get balance,Please provide my current account balance.,4,0
Rewards: opt out,How do I deactivate my rewards account?,26,0
Card: disable,"I think I lost my card, can you block it?",0,0
Savings Account: get info view program,Can you show me the details of my savings program?,24,0
Overdraft: opt out,Retract my overdraft privileges.,29,0
Card: disable,"I need to block my card, can you assist?",0,0
User Account: get secure inbox messages,Is there anything pressing in my secure inbox?,15,0
User Account: change password post login,Tips on setting a strong new password,43,0
Spend Account: transfer funds checks,Can I use a check to transfer funds to another account?,12,0
User Account: get secure inbox messages,What's been sent to my secure inbox recently?,15,1
Overdraft: opt out,Unsubscribe me from my account's overdraft service.,29,0
Overdraft: opt out,Help me remove overdraft protection.,29,0
Notifications: sign up for,Show me how to get push notifications on my activities.,40,0
Card: get shipping status where is,How far is my card from getting delivered?,2,0
Document: upload,Can I upload my documents using my phone?,31,0
User Account: edit profile name,Can you help me change my name information?,33,0
User Account: change email address,How do I update the email address you have on file?,9,0
Spending Tracker: get info,How can I start tracking my expenses using the spending tracker?,14,1
Spend Account: transfer funds checks,Can I cancel a fund transfer done by check?,12,0
User Account: change mailing address,Update the mailing address linked to my bank account,10,0
Savings Account: get info view program,I'm interested in knowing more about my savings account setup.,24,0
Card: reset PIN,"I need to change my PIN, how do I do it?",34,1
Spend Account: transfer funds external bank,Can I send money from my account here to a friend's account in another bank?,13,0
Card: cancel close,"My card is no longer needed, how do I cancel it?",35,0
Refer a Friend: get info,Can referrals be done through social media?,20,0
Card: get shipping status where is,When will my new card arrive?,2,0
Card: cancel close,Cut off my credit card services.,35,0
Card: report not received,"My card is overdue, hasn't been received",41,1
User Account: esign,Can you show me how to do an electronic signature?,19,0
User Account: closure request,Can customer service help me close my account?,38,0
User Account: change email address,Need to update my contact email asap,9,0
User Account: connect banks,Do I need any special permissions to connect another bank account?,30,1
Card: get info status,Can you please verify if my card is currently operational?,28,0
Refer a Friend: get info,How will my friend benefit from being referred?,20,0
Card: report not received,Is there a tracking number for my card shipment?,41,1
Card: disable,"I need to block my card, what should I do?",0,0
Spend Account: find ATMs,"I need money, any ATM close to me?",17,0
User Account: edit profile name,I need to update my name on my account,33,0
